#Copyright André Castilla 2014
#Please cite accordingly
1086;rid1086;superior epigastric vein;veia epigastrica superior;vena epigastrica superior;;;;;;;;;;;;;;;;;
1087;rid1087;subcutaneous abdominal vein;veia abdominal subcutanea;vena abdominal subcutanea;;;;;;;;;;;;;;;;;
1088;rid1088;musculophrenic vein;veia musculofrenica;vena musculofrenica;;;;;;;;;;;;;;;;;
1089;rid1089;anterior intercostal vein;veia intercostal anterior;vena intercostal anterior;;;;;;;;;;;;;;;;;
1090;rid1090;supreme intercostal vein;veia intercostal suprema;vena intercostal suprema;;;;;;;;;;;;;;;;;
1091;rid1091;left superior intercostal vein;veia intercostal superior esquerda;vena intercostal superior izquierda;;;;;;;;;;;;;;;;;
1092;rid1092;sigmoid sinus;seio sigmoide;sino sigmoideo;;;;;;;;;;;;;;;;;
1093;rid1093;inferior petrosal sinus;seio petroso inferior;sino petroso inferior;;;;;;;;;;;;;;;;;
1094;rid1094;cavernous sinus;seio cavernoso;sino cavernoso;;;;;;;;;;;;;;;;;
1095;rid1095;superior ophthalmic vein;veia oftalmica superior;vena oftalmica superior;;;;;;;;;;;;;;;;;
1096;rid1096;nasofrontal vein;veia nasofrontal;vena nasofrontal;;;;;;;;;;;;;;;;;
1097;rid1097;ethmoidal vein;veia etmoidal;vena etmoidal;;;;;;;;;;;;;;;;;
1098;rid1098;lacrimal vein;veia lacrimal;vena lagrimal;;;;;;;;;;;;;;;;;
1099;rid1099;vorticose vein;veia do vortex;vena vorticosa;;;;;;;;;;;;;;;;;
1100;rid1100;ciliary vein;veia ciliar;vena ciliar;;;;;;;;;;;;;;;;;
1101;rid1101;anterior ciliary vein;veia ciliar anterior;vena ciliar anterior;;;;;;;;;;;;;;;;;
1102;rid1102;scleral venous sinus;seio venoso escleral;sino venoso escleral;;;;;;;surgical neck of humerus;;;;;;;;;;
1103;rid1103;scleral vein;veia escleral;vena escleral;;;;;;;;;;;;;;;;;
1104;rid1104;central retinal vein;veia central da retina;vena retiniana central;;;;;;;;;;;;;;;;;
1105;rid1105;extraocular part of central retinal vein;porcao extra ocular da veia central da retina;porcion extraocular de la vena retiniana central;;;;;;;;;;;;;;;;;
1106;rid1106;intraocular part of central retinal vein;porcao intra ocular da veia central da retina;porcion intraocular de la vena retiniana central;;;;;;;;;;;;;;;;;
1107;rid1107;superior temporal retinal venule;venula retinal temporal superior;venula retiniana temporal superior;;;;;;;;;;;;;;;;;
1108;rid1108;inferior temporal retinal venule;venula retinal temporal inferior;venula retiniana temporal inferior;;;;;;;;;;;;;;;;;
1109;rid1109;superior nasal retinal venule;venula retinal nasal superior;venule retiniana nasal superior;;;;;;;;;;;;;;;;;
1110;rid1110;inferior nasal retinal venule;venula retinal nasal inferior;venula retiniana nasal inferior;;;;;;;;;;;;;;;;;
1111;rid1111;superior macular venule;venula macular superior;venula macular superior;;;;;;;;;;;;;;;;;
1112;rid1112;inferior macular venule;venula macular inferior;venula macular inferior;;;;;;;;;;;;;;;;;
1113;rid1113;middle macular venule;venula macular media;venula macular media;;;;;;;;;;;;;;;;;
1114;rid1114;episcleral vein;veia episcleral;vena epiescleral;;;;;;;;;;;;;;;;;
1115;rid1115;palpebral vein;veia palpebral;vena palpebral;;;;;;;;;;;;;;;;;
1116;rid1116;conjunctival vein;veia conjuntival;vena conjunctival;;;;;;;;;;;;;;;;;
1117;rid1117;inferior ophthalmic vein;veia oftalmica inferior;vena oftalmica inferior;;;;;;;;;;;;;;;;;
1118;rid1118;ophthalmic vein;veia oftalmica;vena oftalmica;;;;;;;;;;;;;;;;;
1119;rid1119;sphenoparietal sinus;seio esfenoparietal;sino esfenoparietal;;;;;;;;;;;;;;;;;
1120;rid1120;clival venous plexus;plexo venoso clival;plexo venoso clival;;;;;;;;;;;;;;;;;
1121;rid1121;superior petrosal sinus;seio petroso superior;sino petroso superior;;;;;;;;;;;;;;;;;
1122;rid1122;transverse sinus;seio transversal;sino transverso;;;;;;;;;;;;;;;;;
1123;rid1123;vein of labbe;veia de labbe;vena de labbe;;;;;;;;;;;;;;;;;
1124;rid1124;superficial middle cerebral vein;veia cerebral media superficial;vena cerebral media superficial;;;;;;;;;;;;;;;;;
1125;rid1125;torcula herophili;torcula de hierofilo;confluencia del seno;;;;;;;;;;;;;;;;;
1126;rid1126;occipital sinus;seio occipital;sino occipital;;;;;;;;;;;;;;;;;
1127;rid1127;superior sagittal sinus;seio sagital superior;sino sagital superior;;;;;;;;;;;;;;;;;
1128;rid1128;vein of trolard;veia de trolard;vena de trolard;;;;;;;;;;;;;;;;;
1129;rid1129;straight sinus;seio reto;sino recto;;;;;;;;;;;;;;;;;
1130;rid1130;hemispheric vein;veia hemisferica;vena hemisferica;;;;;;;;;;;;;;;;;
1131;rid1131;inferior sagittal sinus;seio sagital inferior;sino sagital inferior;;;;;;;;;;;;;;;;;
1132;rid1132;vein of galen;veia de galeno;vena de galeno;;;;;;;;;;;;;;;;;
1134;rid1134;precentral cerebellar vein;veia cerebelar pre central;vena cerebelosa precentral;;;;;;;;;;;;;;;;;
1135;rid1135;superior vermian vein;veia vermiana superior;vena vermiana superior;;;;;;;;;;;;;;;;;
1136;rid1136;inferior vermian vein;veia vermiana inferior;vena vermiana inferior;;;;;;;;;;;;;;;;;
1137;rid1137;posterior mesencephalic vein;veia mesencefalica posterior;vena mesencefalica posterior;;;;;;;;;;;;;;;;;
1138;rid1138;lateral mesencephalic vein;veia mesencefalica lateral;vena mesencefalica lateral;;;;;;;;;;;;;;;;;
1139;rid1139;anterior pontomesencephalic vein;veia pontomesencefalica anterior;vena pontomesencefalica anterior;;;;;;;;;;;;;;;;;
1140;rid1140;transverse pontine vein;veia transversa da ponte;vena transversal del puente;;;;;;;;;;;;;;;;;
1141;rid1141;anterior medullary vein;veia medular anterior;vena medular anterior;;;;;;;;;;;;;;;;;
1142;rid1142;internal cerebral vein;veia cerebral interna;vena cerebral interna;;;;;;;;;;;;;;;;;
1143;rid1143;superior choroidal vein;veia coroidal superior;vena coroidea superior;;;;;;;;;;;;;;;;;
1144;rid1144;superior thalamic vein;veia talamica superior;vena talamica superior;;;;;;;;;;;;;;;;;
1145;rid1145;thalamostriate vein;veia talamoestriada;vena talamostriada;;;;;;;;;;;;;;;;;
1146;rid1146;septal vein;veia septal;vena septal;;;;;;;;;;;;;;;;;
1147;rid1147;medullary veins of septal vein;veias medulares da veia septal;venas medulares de la vena septal;;;;;;;;;;;;;;;;;
1148;rid1148;anterior caudate veins;veia do nucleo caudado anterior;venas anteriores del caudado;;;;;;;;;;;;;;;;;
1149;rid1149;terminal vein;veia terminal;vena terminal;;;;;;;;;;;;;;;;;
1150;rid1150;direct lateral vein;veia lateral direta;vena lateral directa;;;;;;;;;;;;;;;;;
1151;rid1151;medullary veins of direct lateral vein;veias medulares da veia lateral direta;venas medulares de la vena lateral directa;;;;;;;;;;;;;;;;;
1152;rid1152;basal vein of rosenthal;veia basal de rosenthal;vena basal de rosenthal;x;;;;;;;;;;;;;;;;
1153;rid1153;inferior ventricular vein;veia ventricular inferior;vena ventricular inferior;;;;;;;;;;;;;;;;;
1154;rid1154;lateral atrial vein;veia atrial lateral;vena atrial lateral;;;;;;;;;;;;;;;;;
1155;rid1155;spinal vein;veia espinhal;vena espinal;;;;;;;;;;;;;;;;;
1156;rid1156;epidural venous plexus;plexo venoso epidural;plexo venoso epidural;;;;;;;;;;;;;;;;;
1157;rid1157;basivertebral venous plexus;plexo venoso basivertebral;plexo venoso basivertebral;;;;;;;;;;;;;;;;;
1158;rid1158;anterior internal venous plexus;plexo venoso interno anterior;plexo venoso interno anterior;;;;;;;;;;;;;;;;;
1159;rid1159;posterior internal venous plexus;plexo venoso interno posterior;plexo venoso interno posterior;;;;;;;;;;;;;;;;;
1160;rid1160;intervertebral vein;veia intervertebral;vena intervertebral;;;;;;;;;;;;;;;;;
1161;rid1161;radial vein;veia radial;vena radial;;;;;;;;;;;;;;;;;
1162;rid1162;anterior sulcal vein;veia sulcal anterior;vena surcal anterior;;;;;;;;;;;;;;;;;
1163;rid1163;posterior sulcal vein;veia sulcal posterior;vena surcal posterior;;;;;;;;;;;;;;;;;
1164;rid1164;pial venous plexus;plexo venoso pial;plexo venoso pial;;;;;;;;;;;;;;;;;
1165;rid1165;anterior radicular vein;veia radicular anterior;vena radicular anterior;;;;;;;;;;;;;;;;;
1166;rid1166;posterior radicular vein;veia radicular posterior;vena radicular posterior;;;;;;;;;;;;;;;;;
1167;rid1167;coronal vein;veia coronal;vena coronal;;;;;;;;;;;;;;;;;
1168;rid1168;medullary vein;veia medular;vena medular;;;;;;;;;;;;;;;;;
1169;rid1169;azygous vein;veia azigos;vena acigos;;;;;;;;;;;;;;;;;
1170;rid1170;azygos arch;arco dos azigos;arco acigos;;;;;;;;;;;;;;;;;
1171;rid1171;posterior component of azygos arch;componente posterior do arco do azigos;componente posterior del arco acigos;;;;;;;;;;;;;;;;;
1173;rid1173;middle component of azygos arch;componente medio do arco do azigos;componente medio del arco acigos;;;;;;;;;;;;;;;;;
1175;rid1175;anterior component of azygos arch;componente anterior do arco do azigos;componente anterior del arco acigos;;;;;;;;;;;;;;;;;
1176;rid1176;ascending lumbar vein;veia lombar ascendente;vena lumbar ascendente;;;;;;;;;;;;;;;;;
1177;rid1177;hemiazygous vein;veia hemiazigos;vena hemiacigos;;;;;;;;;;;;;;;;;
1178;rid1178;inferior vena cava;veia cava inferior;vena cava inferior;;;;;;;;;;;;;;;;;
1179;rid1179;hepatic vein;veia hepatica;vena hepatica;;;;;;;;;;;;;;;;;
1180;rid1180;left hepatic vein;veia hepatica esquerda;vena hepatica izquierda;;;;;;;;;;;;;;;;;
1181;rid1181;middle hepatic vein;veia hepatica media;vena hepatica media;;;;;;;;;;;;;;;;;
1182;rid1182;right hepatic vein;veia hepatica direita;vena hepatica derecha;;;;;;;;;;;;;;;;;
1183;rid1183;right adrenal vein;veia adrenal direita;vena suprarrenal derecha;;;;;;;;;;;;;;;;;
1184;rid1184;renal vein;veia renal;vena renal;;;;;;;;;;;;;;;;;
1185;rid1185;left adrenal vein;veia adrenal esquerda;vena suprarrenal izquierda;;;;;;;;;;;;;;;;;
1186;rid1186;left gonadal vein;veia gonadal esquerda;vena gonadal izquierda;;;;;;;;;;;;;;;;;
1189;rid1189;right gonadal vein;veia gonadal direita;vena gonadal derecha;;;;;;;;;;;;;;;;;
1192;rid1192;lumbar vein;veia lombar;vena lumbar;;;;;;;;;;;;;;;;;
1193;rid1193;common iliac vein;veia iliaca comum;vena iliaca comun;;;;;;;;;;;;;;;;;
1194;rid1194;internal iliac vein;veia iliaca interna;vena iliaca interna;;;;;;;;;;;;;;;;;
1195;rid1195;external iliac vein;veia iliaca externa;vena iliaca externa;;;;;;;;;;;;;;;;;
1196;rid1196;common femoral vein;veia femoral comum;vena femoral comun;;;;;;;;;;;;;;;;;
1197;rid1197;greater saphenous vein;veia safena magna;vena safena mayor;;;;;;;;;;;;;;;;;
1199;rid1199;femoral vein;veia femoral;vena femoral;;;;;;;;;;;;;;;;;
1201;rid1201;popliteal vein;veia poplitea;vena popliteal;;;;;;;;;;;;;;;;;
1202;rid1202;lesser saphenous vein;veia safena parva;vena safena menor;;;;;;;;;;;;;;;;;
1205;rid1205;anterior tibial vein;veia tibial anterior;vena tibial anterior;;;;;;;;;;;;;;;;;
1206;rid1206;peroneal vein;veia fibular;vena fibular;;;;;;;;;;;;;;;;;
1207;rid1207;posterior tibial vein;veia tibial posterior;vena tibial posterior;;;;;;;;;;;;;;;;;
1208;rid1208;portal vein;veia porta;vena porta;;;;;;;;;;;;;;;;;
1209;rid1209;splenic vein;veia esplenica;vena esplenica;;;;;;;;;;;;;;;;;
1210;rid1210;coronary vein;veia coronaria;vena coronaria;;;;;;;;;;;;;;;;;
1211;rid1211;inferior mesenteric vein;veia mesenterica inferior;vena mesenterica inferior;;;;;;;;;;;;;;;;;
1212;rid1212;superior mesenteric vein;veia mesenterica superior;vena mesenterica superior;;;;;;;;;;;;;;;;;
1213;rid1213;right branch of portal vein;ramo direito da veia porta;rama derecha de la vena porta;;;;;;;;;;;;;;;;;
1214;rid1214;left branch of portal vein;ramo esquerdo da veia porta;rama izquierda de la vena porta;;;;;;;;;;;;;;;;;
1215;rid1215;cardiac vein;veia cardiaca;vena cardiaca;;;;;;;;;;;;;;;;;
1216;rid1216;coronary sinus;seio coronario;sino coronario;;;;;;;;;;;;;;;;;
1217;rid1217;great cardiac vein;veia cardiaca maior;vena cardiaca mayor;;;;;;;;;;;;;;;;;
1219;rid1219;left marginal vein;veia marginal esquerda;vena marginal izquierda;;;;;;;;;;;;;;;;;
1220;rid1220;small cardiac vein;veia cardiaca menor;vena cardiaca menor;;;;;;;;;;;;;;;;;
1222;rid1222;right marginal vein;veia marginal direita;vena marginal derecha;;;;;;;;;;;;;;;;;
1223;rid1223;middle cardiac vein;veia cardiaca media;vena cardiaca media;;;;;;;;;;;;;;;;;
1224;rid1224;posterior vein of the left ventricle;veia posterior do ventriculo esquerdo;vena posterior del ventriculo izquierdo;;;;;;;;;;;;;;;;;
1225;rid1225;oblique vein of the left atrium;veia obliquo do atrio esquerdo;vena oblicua del atrio izquierdo;;;;;;;;;;;;;;;;;
1227;rid1227;anterior cardiac vein;veia cardiaca anterior;vena cardiaca anterior;;;;;;;;;;;;;;;;;
1228;rid1228;smallest cardiac vein;veias cardiacas menores;venas cardiacas menores;;;;;;;;;;;;;;;;;
1231;rid1231;pulmonary vein;veia pulmonar;vena pulmonar;;;;;;;;;;;;;;;;;
1232;rid1232;right common pulmonary vein;veia pulmonar comum direita;vena pulmonar comun derecha;;;;;;;;;;;;;;;;;
1233;rid1233;superior right pulmonary vein;veia pulmonar direita superior;vena pulmonar derecha superior;;;;;;;;;;;;;;;;;
1235;rid1235;right middle pulmonary vein;veia pulmonar media direita;vena pulmonar media derecha;;;;;;;;;;;;;;;;;
1236;rid1236;inferior right pulmonary vein;veia pulmonar direita inferior;vena pulmonar derecha inferior;;;;;;;;;;;;;;;;;
1238;rid1238;left common pulmonary vein;veia pulmonar comum da esquerda;vena pulmonar comun de la izquierda;;;;;;;;;;;;;;;;;
1239;rid1239;superior left pulmonary vein;veia pulmonar esquerda superior;vena pulmonar izquierda superior;;;;;;;;;;;;;;;;;
1241;rid1241;inferior left pulmonary vein;veia pulmonar esquerda inferior;vena pulmonar izquierda inferior;;;;;;;;;;;;;;;;;
1243;rid1243;thorax;torax;torax;;;;;;;;;;;;;;;;;
1245;rid1245;airway;via aerea;via aerea;;;;;;;;;;;;;;;;;
1246;rid1246;tracheobronchial tree;arvore traquoebronquica;arbol traqueobronquial;;;;;;;;;;;;;;;;;
1247;rid1247;trachea;traqueia;traquea;;;;;;;;;;;;;;;;;
1248;rid1248;carina;carina;carina;;;;;;;;;;;;;;;;;
1249;rid1249;bronchus;bronquio;bronquio;;;;;;;;;;;;;;;;;
1250;rid1250;right main bronchus;bronquio direito principal;bronquio principal derecho;;;;;;;;;;;;;;;;;
1251;rid1251;right upper lobe bronchus;bronquio do lobo inferior direito;bronquio del lobulo superior derecho;;;;;;;;;;;;;;;;;
1252;rid1252;apical segment bronchus of upper lobe of right lung;bronquio do segmento apical do lobo superior direito;bronquio del segmento apical del del lobulo superior derecho;;;;;;;;;;;;;;;;;
1254;rid1254;posterior segment bronchus of upper lobe of right lung;bronquio do segmento posterior do lobo superior direito;bronquio del segmento posterior del del lobulo superior derecho;;;;;;;;;;;;;;;;;
1256;rid1256;anterior segment bronchus of upper lobe of right lung;bronquio do segmento anterior do lobo superior direito;bronquio del segmento anterior del del lobulo superior derecho;;;;;;;;;;;;;;;;;
1258;rid1258;bronchus intermedius;bronquio intermedio;bronquio intermedio;;;;;;;;;;;;;;;;;
1259;rid1259;right middle lobe bronchus;bronquio do lobo medio direito;bronquio del lobulo medio derecho;;;;;;;;;;;;;;;;;
1260;rid1260;lateral segment bronchus of middle lobe of right lung;bronquio do segmento lateral do lobo medio do pulmao direito;bronquio del segmento lateral del lobulo medio derecho;;;;;;;;;;;;;;;;;
1262;rid1262;medial segment bronchus of middle lobe of right lung;bronquio do segmento medial do lobo medio do pulmao direito;bronquio del segmento intermedio del lobulo medio derecho;;;;;;;;;;;;;;;;;
1264;rid1264;right lower lobe bronchus;bronquio do lobo superior direito;bronquio del lobulo inferior derecho;;;;;;;;;;;;;;;;;
1265;rid1265;superior segment bronchus of lower lobe of right lung;bronquio do segmento superior do lobo inferior dieito;bronquio del segmento superior del lobulo inferior derecho;;;;;;;;;;;;;;;;;
1267;rid1267;medial basal segment bronchus of lower lobe of right lung;bronquio do segmento basal medial do lobo inferior dieito;bronquio del segmento basal medial del lobulo inferior derecho;;;;;;;;;;;;;;;;;
1269;rid1269;anterior basal segment bronchus of lower lobe of right lung;bronquio do segmento basal anterior do lobo inferior dieito;bronquio del segmento basal anterior del lobulo inferior derecho;;;;;;;;;;;;;;;;;
1271;rid1271;lateral basal segment bronchus of lower lobe of right lung;bronquio do segmento basal lateral do lobo inferior dieito;bronquio del segmento basal lateral del lobulo inferior derecho;;;;;;;;;;;;;;;;;
1273;rid1273;posterior basal segment bronchus of lower lobe of right lung;bronquio do segmento basal posterior do lobo inferior dieito;bronquio del segmento basal posterior del lobulo inferior derecho;;;;;;;;;;;;;;;;;
1275;rid1275;left main bronchus;bronquio esquerdo principal;bronquio principal izquierdo;;;;;;;;;;;;;;;;;
1276;rid1276;left upper lobe bronchus;bronquio do lobo superior esquerdo;bronquio del lobulo superior izquierdo;;;;;;;;;;;;;;;;;
1277;rid1277;superior division bronchus of left upper lobe;bronquio da divisao superior do lobo superior esquerdo;bronquio de la division superior del lobulo superior izquierdo;;;;;;;;;;;;;;;;;
1278;rid1278;apicoposterior segment bronchus of upper lobe of left lung;bronquio do segmento apicoposterior do lobo superior esquerdo;bronquio del segmento del apical posterior del lobulo superior izquierdo;;;;;;;;;;;;;;;;;
1280;rid1280;anterior segment bronchus of upper lobe of left lung;bronquio do segmento anterior do lobo superior esquerdo;bronquio anterior del segmento del lobulo superior izquierdo;;;;;;;;;;;;;;;;;
1282;rid1282;lingular bronchus of left upper lobe;bronquio lingular do lobo superior esquerdo;bronquio lingular del lobulo superior izquierdo;;;;;;;;;;;;;;;;;
1283;rid1283;inferior segment bronchus of lingula;bronquio do segmento inferior da lingula;bronquio del segmento inferior de la lingula;;;;;;;;;;;;;;;;;
1285;rid1285;superior segment bronchus of lingula;bronquio do segmento superior da lingula;bronquio del segmento superior de la lingula;;;;;;;;;;;;;;;;;
1287;rid1287;left lower lobe bronchus;bronquio do lobo inferior esquerdo;bronquio del lobulo inferior izquierdo;;;;;;;;;;;;;;;;;
1288;rid1288;superior segment bronchus of lower lobe of left lung;bronquio do segmento superior do lobo inferior esquerdo;bronquio del segmento superior del lobulo inferior izquierdo;;;;;;;;;;;;;;;;;
1290;rid1290;anteromedial basal segment bronchus of lower lobe of left lung;bronquio do segmento basal anteromedial do lobo inferior esquerdo;bronquio del segmento basal anteromedial del lobulo inferior izquierdo;;;;;;;;;;;;;;;;;
1292;rid1292;lateral basal segment bronchus of lower lobe of left lung;bronquio do segmento basal lateral do lobo inferior esquerdo;bronquiodel segmento basal lateral del lobulo inferior izquierdo;;;;;;;;;;;;;;;;;
1294;rid1294;posterior basal segment bronchus of lower lobe of left lung;bronquio do segmento basal posterior do lobo inferior esquerdo;bronquio del segmento basal posterior del lobulo inferior izquierdo;;;;;;;;;;;;;;;;;
1296;rid1296;small airway component;componente das pequenas da via aereas;componente peque�as vias aereas;;;;;;;;;;;;;;;;;
1297;rid1297;subsegmental bronchus;bronquio subsegmentar;bronquio subsegmentario;;;;;;;;;;;;;;;;;
1298;rid1298;bronchiole;bronquiolo;bronquiolos;;;;;;;;;;;;;;;;;
1299;rid1299;terminal bronchiole;bronquiolo terminal;bronquiolos terminales;;;;;;;;;;;;;;;;;
1300;rid1300;respiratory bronchiole;bronquiolo respiratorio;bronquiolos respiratorios;;;;;;;;;;;;;;;;;
1301;rid1301;lung;pulmao;pulmon;;;;;;;;;;;;;;;;;
1302;rid1302;right lung;pulmao direito;pulmon derecho;;;;;;;;;;;;;;;;;
1303;rid1303;upper lobe of right lung;lobo superior direito;lobulo superior derecho;;;;;;;;;;;;;;;;;
1304;rid1304;apical segment of upper lobe of right lung;segmento apical do lobo superior direito;segmento apical del lobulo superior derecho;;;;;;;;;;;;;;;;;
1306;rid1306;posterior segment of upper lobe of right lung;segmento posterior do lobo superior direito;segmento posterior del lobulo superior derecho;;;;;;;;;;;;;;;;;
1308;rid1308;anterior segment of upper lobe of right lung;segmento anterior do lobo superior direito;segmento anterior del lobulo superior derecho;;;;;;;;;;;;;;;;;
1310;rid1310;middle lobe of right lung;lobo medio do pulmao direito;lobulo medio derecho;;;;;;;;;;;;;;;;;
1311;rid1311;lateral segment of middle lobe of right lung;segmento lateral do lobo medio do pulmao direito;segmento lateral del lobulo medio derecho;;;;;;;;;;;;;;;;;
1313;rid1313;medial segment of middle lobe of right lung;segmento medial do lobo medio do pulmao direito;segmento medial del lobulo medio derecho;;;;;;;;;;;;;;;;;
1315;rid1315;lower lobe of right lung;lobo inferior direito;lobulo inferior derecho;;;;;;;;;;;;;;;;;
1316;rid1316;superior segment of lower lobe of right lung;segmento superior do lobo inferior dieito;segmento superior del lobulo inferior derecho;;;;;;;;;;;;;;;;;
1318;rid1318;medial basal segment of lower lobe of right lung;segmento basal medial do lobo inferior dieito;segmento basal medial del lobulo inferior derecho;;;;;;;;;;;;;;;;;
1320;rid1320;anterior basal segment of lower lobe of right lung;segmento basal anterior do lobo inferior dieito;segmento basal anterior del lobulo inferior derecho;;;;;;;;;;;;;;;;;
1322;rid1322;lateral basal segment of lower lobe of right lung;segmento basal lateral do lobo inferior dieito;segmento basal lateral del lobulo inferior derecho;;;;;;;;;;;;;;;;;
1324;rid1324;posterior basal segment of lower lobe of right lung;segmento basal posterior do lobo inferior dieito;segmento basal posterior del lobulo inferior derecho;;;;;;;;;;;;;;;;;
1326;rid1326;left lung;pulmao esquerdo;pulmon izquierdo;;;;;;;;;;;;;;;;;
1327;rid1327;upper lobe of left lung;lobo superior esquerdo;lobulo superior izquierdo;;;;;;;;;;;;;;;;;
1328;rid1328;superior division of upper lobe of left lung;divisao superior do lobo superior esquerdo;division superior del lobulo superior izquierdo;;;;;;;;;;;;;;;;;
1329;rid1329;apicoposterior segment of upper lobe of left lung;segmento apicoposterior do lobo superior esquerdo;segmento apical posterior del lobulo superior izquierdo;;;;;;;;;;;;;;;;;
1331;rid1331;anterior segment of upper lobe of left lung;segmento anterior do lobo superior esquerdo;segmento anterior del lobulo superior izquierdo;;;;;;;;;;;;;;;;;
1333;rid1333;lingula;lingula;lingula;;;;;;;;;;;;;;;;;
1334;rid1334;inferior segment of lingula;segmento inferior da lingula;segmento inferior de la lingula;;;;;;;;;;;;;;;;;
1336;rid1336;superior segment of lingula;segmento superior da lingula;segmento superior de la lingula;;;;;;;;;;;;;;;;;
1338;rid1338;lower lobe of left lung;lobo inferior esquerdo;lobulo inferior izquierdo;;;;;;;;;;;;;;;;;
1339;rid1339;superior segment of lower lobe of left lung;segmento superior do lobo inferior esquerdo;segmento superior del lobulo inferior izquierdo;;;;;;;;;;;;;;;;;
1341;rid1341;anteromedial basal segment of lower lobe of left lung;segmento basal anteromedial do lobo inferior esquerdo;segmento basal anteromedial del lobulo inferior izquierdo;;;;;;;;;;;;;;;;;
1343;rid1343;lateral basal segment of lower lobe of left lung;segmento basal lateral do lobo inferior esquerdo;segmento basal lateral del lobulo inferior izquierdo;;;;;;;;;;;;;;;;;
1345;rid1345;posterior basal segment of lower lobe of left lung;segmento basal posterior do lobo inferior esquerdo;segmento basal posterior del lobulo inferior izquierdo;;;;;;;;;;;;;;;;;
1347;rid1347;lung zone;regiao do pulmao;region del pulmon;;;;;;;;;;;;;;;;;
1348;rid1348;upper lung zone;regiao superior do pulmao;region superior del pulmon;;;;;;;;;;;;;;;;;
1349;rid1349;left upper lung zone;regiao superior do pulmao esquerdo;region superior del pulmon izquierdo;;;;;;;;;;;;;;;;;
1350;rid1350;right upper lung zone;regiao superior do pulmao direito;region superior del pulmon derecho;;;;;;;;;;;;;;;;;
1351;rid1351;mid lung zone;regiao media do pulmao;region media del pulmon;;;;;;;;;;;;;;;;;
1352;rid1352;left mid lung zone;regiao media do pulmao esquerdo;region media del pulmon izquierdo;;;;;;;;;;;;;;;;;
1353;rid1353;right mid lung zone;regiao media do pulmao direito;region media del pulmon derecho;;;;;;;;;;;;;;;;;
1354;rid1354;lower lung zone;regiao inferior do pulmao;region inferior del pulmon;;;;;;;;;;;;;;;;;
1355;rid1355;left lower lung zone;regiao inferior do pulmao esquerdo;region inferior del pulmon izquierdo;;;;;;;;;;;;;;;;;
1356;rid1356;right lower lung zone;regiao inferior do pulmao direito;region inferior del pulmon derecho;;;;;;;;;;;;;;;;;
1357;rid1357;axillary region;regiao axilar;region axilar;;;;;;;;;;;;;;;;;
1358;rid1358;axillary region of right lung;regiao axilar do pulmao direito;region axilar del pulmon derecho;;;;;;;;;;;;;;;;;
1359;rid1359;axillary region of left lung;regiao axilar do pulmao esquerdo;region axilar del pulmon izquierdo;;;;;;;;;;;;;;;;;
1360;rid1360;small lung component;componente pequeno do pulmao;componente peque�o del pulmon;;;;;;;;;;;;;;;;;
1361;rid1361;secondary pulmonary lobule;lobulo pulmonar secundario;lobulo pulmonar secundario;;;;;;;;;;;;;;;;;
1362;rid1362;pleura;pleura;pleura;;;;;;;;;;;;;;;;;
1363;rid1363;pleural space;espaco pleural;espacio pleural;;;;;;;;;;;;;;;;;
1364;rid1364;pleural surface;superficie pleural;superficie pleural;;;;;;;;;;;;;;;;;
1365;rid1365;apical pleura;pleura apical;pleura apical;;;;;;;;;;;;;;;;;
1366;rid1366;costal pleura;pleura costal;pleura costal;;;;;;;;;;;;;;;;;
1367;rid1367;diaphragmatic pleura;pleura diafragmatica;pleura diafragmatica;;;;;;;;;;;;;;;;;
1368;rid1368;mediastinal pleura;pleura mediastinal;pleura mediastinal;;;;;;;;;;;;;;;;;
1369;rid1369;pericardial pleura;pleura pericardica;pleura pericardica;x;;;;;;;;;;;;;;;;
1370;rid1370;parietal pleura;pleura parietal;pleura parietal;;;;;;;;;;;;;;;;;
1371;rid1371;visceral pleura;pleura visceral;pleura visceral;;;;;;;;;;;;;;;;;
1372;rid1372;pleural fissure;fissura pleural;fisura pleural;;;;;;;;;;;;;;;;;
1373;rid1373;right pleural fissure;fissura pleural direita;fisura pleural derecha;;;;;;;;;;;;;;;;;
1374;rid1374;right major fissure;fissura principal direita;fisura horizontal derecha;;;;;;;;;;;;;;;;;
1376;rid1376;right minor fissure;fissura menor direita;fisura oblicua derecha;;;;;;;;;;;;;;;;;
1378;rid1378;left pleural fissure;fissura pleural esquerda;fisura pleural izquierda;;;;;;;;;;;;;;;;;
1379;rid1379;left major fissure;fissura principal esquerda;fisura horizontal izquierda;;;;;;;;;;;;;;;;;
1381;rid1381;inferior pulmonary ligament;ligamento pulmonar inferior;ligamento pulmonar inferior;;;;;;;;;;;;;;;;;
1382;rid1382;right inferior pulmonary ligament;ligamento pulmonar inferior direito;ligamento pulmonar inferior derecho;;;;;;;;;;;;;;;;;
1383;rid1383;left inferior pulmonary ligament;ligamento pulmonar inferior esquerdo;ligamento pulmonar inferior izquierdo;;;;;;;;;;;;;;;;;
1384;rid1384;mediastinum;mediastino;mediastino;;;;;;;;;;;;;;;;;
1385;rid1385;heart;coracao;corazon;;;;;;;;;;;;;;;;;
1386;rid1386;cardiac chamber;camara cardiaca;camara cardiaca;;;;;;;;;;;;;;;;;
1387;rid1387;right atrium;atrio direito;atrio derecho;;;;;;;;;;;;;;;;;
